Duration (in seconds),RecordedDate,ResponseId,Q_sandwich_1,Q_sandwich_2,Q_sandwich_3,Q_sandwich_4,Q_sandwich_5,Q_sandwich_1_labeled,Q_sandwich_2_labeled,Q_sandwich_3_labeled,Q_sandwich_4_labeled,Q_sandwich_5_labeled,Q_current_hunger,Q_priorities_1,Q_priorities_2,Q_priorities_3,Q_priorities_4,Q_priorities_5,Q_special_diet,Q_special_diet_6_TEXT,Q_past_vegetarian,Q_past_vegan,Q_vegetarian_not_me,Q_vegan_not_me,Q_good_for_env,Q_how_important_env,Q_politics,Q_US_state,Q_live_urban,Q_work_urban,Q_work_urban_3_TEXT,Q_demos_age,Q_demos_gender,Q_demos_income,Q_demos_race,Q_comments,STUDY_ID,treatment
108,2022-06-28 17:58:57,R_30k5T5HkbhmqUm5,,,,,,0,0,0,1,0,3,3,2,1,4,5,7,,7,7,2,2,2,1,3,22,1,1,,4,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
99,2022-06-28 18:00:12,R_2Pn7WeZ0vVjQHhA,,,,,,1,1,1,1,1,3,2,5,1,3,4,3,,0,6,5,5,1,4,1,7,3,2,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
557,2022-06-28 18:00:34,R_wTQewA2oYmalowF,1,1,0,1,1,,,,,,2,2,5,1,4,3,7,,4,4,5,4,3,4,3,20,2,1,,4,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
388,2022-06-28 18:01:20,R_1f9N08mTrj5sVtT,1,1,1,0,1,,,,,,2,2,3,1,4,5,"2,3",,0,6,4,4,2,4,4,22,1,3,,5,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
161,2022-06-28 18:03:50,R_1NhyS3ncGvLounI,1,1,0,1,1,,,,,,2,3,2,1,4,5,2,,1,3,5,5,1,5,2,22,3,1,,2,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
151,2022-06-28 18:09:22,R_2R3wixcmdK815WU,,,,,,1,1,0,0,1,4,3,4,1,2,5,7,,7,7,5,5,1,4,1,22,1,3,unemployed,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
151,2022-06-28 18:09:55,R_wSocPRroCf32mid,1,1,0,1,1,,,,,,4,4,1,3,2,5,6,Flexitarian (I eat meat if I'm given it but don't choose it for myself),2,7,5,4,2,5,2,22,1,1,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
118,2022-06-28 18:15:18,R_1l6IudoIqEENmbw,,,,,,0,0,0,0,0,1,2,3,1,4,5,7,,5,7,4,4,2,4,2,31,1,1,,3,1,5,4,,62bb1ba7f2c710e36fd2c1be,labeled
258,2022-06-28 18:15:28,R_XsQamcCbWxA1gSl,1,1,0,1,0,,,,,,1,1,5,2,4,3,"4,6",No pork,3,7,5,5,2,5,1,22,1,1,,2,1,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
203,2022-06-28 18:17:08,R_VWl4E9S0xhP0mVb,0,1,0,0,0,,,,,,3,3,2,1,4,5,7,,4,7,4,4,2,5,2,41,2,1,,4,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
177,2022-06-28 18:17:28,R_1IKtxk2TOOozlxV,,,,,,0,0,0,0,0,2,3,4,1,2,5,7,,5,7,4,4,1,4,2,20,2,2,,3,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
253,2022-06-28 18:19:05,R_bIcRh6QGiLYC7G9,1,0,1,1,1,,,,,,1,2,4,1,3,5,7,,4,7,2,2,3,4,2,30,2,2,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
268,2022-06-28 18:26:55,R_vVmkBhOLqxQFbPz,,,,,,1,1,1,0,0,2,1,4,5,3,2,7,,4,4,4,4,1,5,3,30,3,2,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
129,2022-06-28 18:41:22,R_3m94GM4OvYwTu3H,0,0,0,1,1,,,,,,3,4,3,1,2,5,7,,4,6,4,4,2,4,1,39,2,2,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
152,2022-06-28 18:46:58,R_1PSGQjKp9pMK8xa,,,,,,0,1,0,0,0,2,3,2,1,4,5,7,,7,7,4,3,2,4,2,22,1,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
112,2022-06-28 18:48:07,R_2CQev9X4jtCj71D,1,0,1,1,0,,,,,,3,5,1,3,4,2,7,,7,7,1,1,1,4,1,30,2,2,,3,1,4,4,,62bb1ba7f2c710e36fd2c1be,unlabeled
147,2022-06-28 18:49:03,R_2EzQL9EROfrA82l,0,0,0,1,1,,,,,,3,3,2,1,4,5,7,,7,7,5,3,2,4,3,22,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
170,2022-06-28 18:52:12,R_1rk88nWoKkCrgyz,,,,,,1,1,0,0,0,2,2,3,1,5,4,3,,0,3,5,5,1,5,3,22,2,1,,6,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
194,2022-06-28 18:52:49,R_pELmDNR2cKbkV9v,0,0,0,0,0,,,,,,3,4,2,1,5,3,7,,7,7,3,2,2,5,2,7,2,1,,5,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
274,2022-06-28 18:53:27,R_2CqT5YVDEQgPd0M,,,,,,0,0,0,0,0,1,5,1,2,4,3,7,,7,7,1,1,5,1,5,22,3,2,,7,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
175,2022-06-28 18:55:04,R_1pVB7glAXavv0Jj,,,,,,0,0,0,1,0,4,5,2,1,4,3,7,,4,7,5,4,3,5,3,7,2,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
228,2022-06-28 19:00:28,R_1jka2ds1KhoVapD,0,0,0,1,0,,,,,,1,3,4,1,5,2,7,,7,7,5,5,2,3,3,30,3,2,,6,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
212,2022-06-28 19:02:13,R_3ErHp2GbVAbhUL9,,,,,,0,0,1,0,0,4,1,2,3,5,4,7,,7,7,3,3,3,5,3,47,3,2,,3,2,2,1,thank you,62bb1ba7f2c710e36fd2c1bf,labeled
290,2022-06-28 19:06:22,R_3Gf9gQtk05HKgVm,0,1,0,0,1,,,,,,3,5,1,2,4,3,7,,0,2,5,5,1,5,3,20,3,2,,4,2,2,1,62728c148af5805feea46dc8,62bb1ba7f2c710e36fd2c1bf,unlabeled
178,2022-06-28 19:07:38,R_3lFc5UfChflh8WS,,,,,,1,0,0,1,1,3,2,5,1,4,3,7,,5,7,4,4,2,4,2,22,2,1,,5,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
328,2022-06-28 19:10:02,R_1M3Xl1wAX5jf1Ji,1,1,1,0,0,,,,,,1,2,5,1,3,4,7,,5,5,5,5,1,5,1,41,2,2,,7,2,2,1,No,62bb1ba7f2c710e36fd2c1bf,unlabeled
154,2022-06-28 19:10:29,R_1NT38s18USK0FIl,0,1,1,1,0,,,,,,1,3,2,1,4,5,7,,7,7,5,5,1,4,1,22,2,2,,4,2,5,2,,62bb1ba7f2c710e36fd2c1bf,unlabeled
434,2022-06-28 19:20:07,R_2CUi3XjZqIDlI5G,,,,,,0,0,0,1,0,1,3,2,1,4,5,7,,4,7,1,2,2,1,3,7,2,2,,3,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
180,2022-06-28 19:22:30,R_SV0XKtOn6bKo9vr,1,1,0,0,0,,,,,,3,2,3,1,4,5,3,,0,7,4,4,1,5,1,22,1,1,,2,1,1,"1,6",,62bb1ba7f2c710e36fd2c1be,unlabeled
298,2022-06-28 19:25:59,R_6RwypOSKQkVunFn,,,,,,1,0,0,0,0,2,5,1,2,4,3,7,,7,7,5,5,1,4,3,7,2,2,,2,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
221,2022-06-28 19:26:20,R_XRnkoJlSTCuG5sl,0,0,0,1,0,,,,,,2,5,4,1,2,3,7,,7,7,5,5,2,5,1,20,2,2,,2,2,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
335,2022-06-28 19:39:22,R_CmjDfUMYOLtH8u5,,,,,,1,1,0,1,0,2,3,2,1,4,5,3,,0,4,5,5,1,5,1,22,2,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
364,2022-06-28 19:40:20,R_2tmSJvZ51nWgIKp,1,1,0,0,1,,,,,,1,1,5,2,3,4,7,,2,7,5,5,1,5,4,7,2,2,,6,1,4,1,This was an interesting study to complete!,62bb1ba7f2c710e36fd2c1be,unlabeled
227,2022-06-28 19:50:14,R_3qKCaMLghKD1EDR,,,,,,0,0,1,1,1,2,4,3,2,5,1,7,,7,7,4,4,3,4,3,22,1,3,Work From Home,3,1,6,4,,62bb1ba7f2c710e36fd2c1be,labeled
210,2022-06-28 19:52:00,R_3nUdF8qgCnSkaAV,0,0,0,0,0,,,,,,1,5,3,2,4,1,7,,7,7,2,1,3,4,2,7,2,2,,2,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
156,2022-06-28 20:00:32,R_2wgAHzKZXD7MqLd,,,,,,0,1,0,1,1,1,2,4,1,3,5,7,,7,7,4,4,3,1,4,41,2,2,,4,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
349,2022-06-28 20:01:06,R_2V1IW58fY8VwrC3,,,,,,1,0,1,0,1,1,5,4,2,3,1,7,,7,7,3,2,2,4,2,22,2,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
218,2022-06-28 20:07:06,R_1pRI4mpQlqfKri0,1,0,0,0,1,,,,,,4,5,1,2,4,3,7,,7,7,5,5,1,5,3,22,2,2,,2,2,6,1,I’m not political at all but that’s not an option so I just picked a slight option. ,62bb1ba7f2c710e36fd2c1bf,unlabeled
328,2022-06-28 20:08:49,R_86cJoTP4q02OpgJ,0,1,0,1,0,,,,,,2,3,2,1,5,4,7,,4,7,4,1,1,5,2,22,2,1,,7,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
141,2022-06-28 20:10:59,R_27KxD5Rep0kjPh2,0,0,1,0,0,,,,,,3,3,5,1,4,2,7,,7,7,3,3,2,2,3,7,2,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
165,2022-06-28 20:11:17,R_2fHVZNAhknZyiXs,,,,,,0,0,0,0,0,2,4,3,1,2,5,7,,3,6,3,4,2,5,3,41,1,1,,5,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
157,2022-06-28 20:17:50,R_2q9vByAuhQPQGDw,,,,,,1,1,0,0,1,1,1,2,3,4,5,3,,0,7,5,5,1,5,1,22,2,2,,2,3,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
154,2022-06-28 20:19:44,R_bQ6zytuQLzgAF2x,1,1,1,0,1,,,,,,1,2,4,1,3,5,3,,0,0,5,4,1,4,2,47,3,2,,4,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
392,2022-06-28 20:21:59,R_2s6gbZjYuNh8BEC,,,,,,1,1,0,0,0,3,2,3,1,4,5,6,,4,7,5,3,2,4,2,7,2,2,,6,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
255,2022-06-28 20:25:28,R_1rN4eRYR5Cx6Uhf,0,0,0,0,0,,,,,,2,2,3,1,5,4,7,,4,7,4,3,1,4,1,7,2,1,,4,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
133,2022-06-28 20:35:30,R_6DLvG184FLSU6CR,,,,,,0,0,1,1,1,2,1,3,2,5,4,7,,7,7,3,3,2,3,3,30,1,1,,6,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
152,2022-06-28 20:39:23,R_2aWEVF6tv6KGwWv,,,,,,0,0,1,0,0,1,4,2,3,1,5,7,,7,7,1,1,5,1,3,41,2,2,,4,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
188,2022-06-28 20:43:49,R_3HHpTnULxVqpaOo,0,0,0,0,0,,,,,,2,3,2,1,4,5,7,,7,7,4,3,1,3,2,22,1,1,,3,2,6,4,I hate olives,62bb1ba7f2c710e36fd2c1bf,unlabeled
158,2022-06-28 20:57:16,R_2YYzJduoTEsH7XB,0,0,0,1,0,,,,,,2,3,2,1,4,5,7,,3,7,4,4,2,4,1,41,2,1,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
153,2022-06-28 21:04:04,R_1cZHndyAdAxaCdX,1,1,0,1,1,,,,,,1,1,2,3,4,5,2,,1,4,5,5,1,5,3,22,2,1,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
236,2022-06-28 21:04:20,R_p58AJA6BrYhUMb7,,,,,,0,0,1,1,0,2,4,3,1,5,2,7,,7,7,4,2,4,3,3,22,1,1,,3,1,4,1,,62bb1ba7f2c710e36fd2c1be,labeled
161,2022-06-28 21:12:22,R_2wHzJjNqur7PBNE,,,,,,0,0,0,1,1,2,2,4,1,5,3,7,,7,5,4,3,3,4,3,22,1,1,,3,2,2,4,,62bb1ba7f2c710e36fd2c1bf,labeled
426,2022-06-28 21:57:13,R_1FSa4eSboSAIAi6,,,,,,0,0,0,0,0,1,5,4,1,3,2,7,,7,7,3,3,3,4,2,7,2,2,,6,1,6,2,"No comments, enjoyable survey.",62bb1ba7f2c710e36fd2c1be,labeled
163,2022-06-28 22:02:59,R_12kV3oFlNXxCke1,0,0,1,0,0,,,,,,3,1,5,4,2,3,7,,7,7,2,1,2,3,4,7,3,2,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
298,2022-06-28 22:17:02,R_1qe2R3qIgxPzEKN,0,0,1,0,0,,,,,,2,3,2,1,4,5,7,,7,7,3,2,2,3,1,22,2,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
408,2022-06-28 22:52:35,R_25Z0VlSCKyFqG7f,,,,,,0,1,0,0,1,1,3,2,1,4,5,6,"I have a couple of food sensitivities, and I have to eat a high fiber diet",4,7,3,3,3,5,2,7,2,2,,5,2,4,1,"Most of those food items contained things I can't eat because of food sensitivities, so even the ones I chose I would have to order without the things I can't eat.",62bb1ba7f2c710e36fd2c1bf,labeled
186,2022-06-28 23:01:51,R_28TAGW26z2va1Ht,,,,,,0,0,0,1,1,3,4,5,1,3,2,7,,7,7,3,2,1,4,1,22,2,1,,4,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
249,2022-06-28 23:03:16,R_O9hHO5YclZeGxs5,0,0,0,0,0,,,,,,2,3,1,2,4,5,7,,7,7,5,4,1,4,2,7,2,1,,2,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
147,2022-06-28 23:25:45,R_YQAts9lXWrSZxkd,,,,,,0,0,1,0,0,4,2,4,1,3,5,7,,5,7,5,5,1,3,1,22,2,2,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
328,2022-06-29 00:05:19,R_5bBqmFmsCwIFYQ1,1,1,0,0,0,,,,,,1,1,2,4,3,5,"3,4,5,6",,0,0,5,5,1,5,4,22,1,2,,3,3,1,7,"I wouldn't eat anything mentioned, and I don't identify anywhere near republican or democrat..Best wishes.",62bb1ba7f2c710e36fd2c1be,unlabeled
189,2022-06-29 00:26:18,R_s7LKCFW2mmBjDLb,,,,,,0,1,0,0,0,3,5,2,1,4,3,7,,2,7,4,3,2,5,1,22,1,1,,2,2,4,"1,6",,62bb1ba7f2c710e36fd2c1bf,labeled
167,2022-06-29 01:35:50,R_eKI9ZY0oPcTblsd,0,1,1,0,0,,,,,,3,3,2,1,4,5,7,,7,7,5,5,3,4,2,20,3,1,,3,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
384,2022-06-29 01:47:11,R_8wXx4sM2J5TuSiJ,1,0,1,0,0,,,,,,2,3,2,1,4,5,7,,7,7,3,3,3,4,4,22,2,1,,4,1,3,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
220,2022-06-29 02:03:14,R_Q0Mcx3vqxew3G5X,,,,,,0,0,0,0,1,1,2,5,1,3,4,7,,4,6,5,5,1,4,1,22,1,1,,6,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
252,2022-06-29 02:18:27,R_25T3NtR9LxFvqbH,0,0,0,0,0,,,,,,2,2,5,1,4,3,7,,4,6,4,4,2,4,3,22,2,2,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
147,2022-06-29 02:24:21,R_3jSZ3RC8O5hF9T0,,,,,,1,0,0,0,0,3,5,2,1,4,3,7,,5,7,4,2,1,4,2,41,1,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
283,2022-06-29 02:37:00,R_29v2afOREWnsr37,0,0,0,1,0,,,,,,1,3,4,1,5,2,7,,5,5,4,4,1,5,3,20,3,2,,7,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
195,2022-06-29 03:38:45,R_2A06YWCtixOPYkV,,,,,,0,0,0,0,0,1,3,2,1,4,5,7,,4,7,2,2,2,5,1,22,1,1,,4,1,1,1,,62bb1ba7f2c710e36fd2c1be,labeled
298,2022-06-29 04:18:23,R_1g7PijzTiE7Y3od,,,,,,1,0,0,1,0,1,3,2,1,4,5,7,,5,7,5,4,2,5,2,22,1,1,,4,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
237,2022-06-29 04:28:01,R_2rA8uwR0U0P61JI,1,1,0,0,1,,,,,,2,3,2,1,5,4,7,,7,7,5,5,2,5,3,22,3,2,,6,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
149,2022-06-29 04:41:24,R_2TFXFNR3t8CVldz,,,,,,0,0,1,0,1,3,1,2,3,5,4,7,,7,7,4,4,3,4,5,7,2,1,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
329,2022-06-29 04:52:21,R_2UVJrnJnzGfBLa5,0,0,0,0,0,,,,,,2,3,4,1,5,2,7,,4,7,4,4,2,4,2,7,2,1,,5,1,6,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
157,2022-06-29 04:57:45,R_1IbdSEl5hbjXSde,,,,,,0,0,0,0,0,2,4,2,1,3,5,7,,4,7,4,2,2,5,1,22,1,2,,3,2,4,1,No,62bb1ba7f2c710e36fd2c1bf,labeled
140,2022-06-29 05:13:44,R_110I4Dc6BTk7km2,,,,,,1,1,1,1,1,3,4,2,1,5,3,7,,3,2,4,3,2,3,2,22,2,2,,5,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
289,2022-06-29 05:15:02,R_dbP5hoWWoxunEfT,0,1,0,0,1,,,,,,3,2,3,1,4,5,7,,2,3,5,5,1,5,1,7,1,1,,7,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
228,2022-06-29 05:17:47,R_2EmDLx1CvRGpUlo,1,0,0,0,0,,,,,,1,3,4,1,2,5,7,,7,7,4,4,3,4,2,22,1,1,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
195,2022-06-29 05:18:54,R_23WRePWp7IXrhW5,0,0,0,1,0,,,,,,2,4,2,1,5,3,7,,3,7,2,1,3,4,2,22,2,2,,4,1,6,1,No,62bb1ba7f2c710e36fd2c1be,unlabeled
251,2022-06-29 05:40:48,R_2t8PV6ZkLVRQw5o,,,,,,0,1,0,0,0,3,3,2,1,5,4,7,,3,5,5,5,1,4,1,22,3,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
659,2022-06-29 06:00:46,R_30l2ItMiExLncXW,1,1,0,0,1,,,,,,2,1,2,4,3,5,7,,2,2,4,4,2,4,2,7,2,2,,6,1,1,"1,6",Thank you.,62bb1ba7f2c710e36fd2c1be,unlabeled
97,2022-06-29 06:16:30,R_2zOsnR4sAxRkxAW,,,,,,1,1,0,1,0,3,2,5,3,4,1,3,,0,1,5,5,3,3,2,20,3,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
137,2022-06-29 06:19:32,R_1jk4fxvZFLeEDii,,,,,,0,0,0,0,0,3,4,3,1,2,5,7,,7,7,3,2,2,5,4,41,2,2,,2,2,6,"1,4,5",,62bb1ba7f2c710e36fd2c1bf,labeled
142,2022-06-29 06:25:56,R_shg9or8PhfBNUVH,0,1,0,1,1,,,,,,3,4,3,1,5,2,7,,1,2,5,5,1,1,3,7,1,2,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
196,2022-06-29 06:26:11,R_1rB4Ntr5xKT8yM0,1,1,0,1,1,,,,,,3,1,3,2,5,4,"3,5",,0,1,5,5,1,5,2,20,3,2,,6,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
168,2022-06-29 06:35:35,R_3ktule3F9RrAqvO,,,,,,0,0,0,0,1,2,3,5,1,4,2,7,,7,7,3,3,2,4,2,22,2,1,,6,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
234,2022-06-29 06:41:59,R_32RxYkkZgMqMau2,0,0,1,0,1,,,,,,3,3,2,1,5,4,7,,4,7,3,3,2,4,1,7,3,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
152,2022-06-29 06:46:24,R_1gGG1ohZFQTfKmk,,,,,,0,0,0,0,1,3,2,4,3,5,1,7,,7,7,3,2,3,4,5,22,2,1,,3,2,4,1,Thank you!,62bb1ba7f2c710e36fd2c1bf,labeled
273,2022-06-29 07:16:57,R_2Vyc1lwCNKzaVT4,0,0,0,1,1,,,,,,2,3,5,1,2,4,7,,7,7,5,5,2,4,4,7,3,2,,4,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
122,2022-06-29 07:26:41,R_2sYiTPOQCdjEWmH,,,,,,0,0,0,0,0,2,5,4,1,3,2,7,,5,7,3,3,2,3,3,20,3,2,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
150,2022-06-29 07:39:59,R_2wnwvtUKE4rqybp,0,0,0,1,1,,,,,,2,3,2,1,4,5,7,,7,7,4,4,2,4,2,20,3,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
370,2022-06-29 07:54:39,R_2Sc6Ai7UASNba4f,,,,,,1,0,0,0,0,2,5,3,2,4,1,7,,5,5,3,2,3,2,4,7,2,2,,4,1,6,"1,5",,62bb1ba7f2c710e36fd2c1be,labeled
154,2022-06-29 08:13:07,R_2zUZDrD8tDHyrqA,1,1,1,1,1,,,,,,3,4,3,2,1,5,6,Dairy free,7,7,5,5,2,5,2,22,2,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
276,2022-06-29 08:16:43,R_3s6tLApzkq7UMYF,,,,,,0,0,0,1,0,2,2,3,1,4,5,7,,5,7,2,2,2,5,4,7,1,1,,7,1,2,1,none,62bb1ba7f2c710e36fd2c1be,labeled
181,2022-06-29 08:45:42,R_1eXDbt3fx8dpD3W,,,,,,0,0,0,1,0,4,3,2,1,4,5,7,,7,7,3,3,2,4,1,22,1,1,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
171,2022-06-29 08:49:13,R_2DM5Y60w5xkBEvf,0,0,1,0,1,,,,,,3,3,2,1,4,5,7,,4,7,4,4,2,5,3,7,2,1,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
192,2022-06-29 09:02:10,R_2lrogvZ2zhqcDFn,1,1,0,1,1,,,,,,2,1,5,2,3,4,5,,0,0,4,5,2,5,1,22,1,1,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
244,2022-06-29 09:03:33,R_1P1xuqkawD2N83p,,,,,,0,0,1,0,1,3,4,3,2,5,1,7,,7,7,4,4,3,5,3,22,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
231,2022-06-29 09:05:13,R_1QAs3l9sWMKdKiH,,,,,,1,0,0,1,0,2,1,4,2,5,3,3,,0,4,4,1,2,5,1,15,2,2,,3,2,2,1,I am a vegetarian to the best of my ability so I sometimes eat meat but try to avoid it as much as possible. ,62bb1ba7f2c710e36fd2c1bf,labeled
132,2022-06-29 09:13:15,R_2sU5c173ZUTAE4Z,0,1,0,1,1,,,,,,2,5,2,1,3,4,7,,5,6,5,5,2,4,2,41,2,2,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
292,2022-06-29 09:26:00,R_6EDDqqJMOsQar4J,,,,,,1,0,1,1,0,2,4,2,1,3,5,7,,7,7,4,4,3,4,4,20,2,1,,3,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
185,2022-06-29 09:28:48,R_OpX0lMXs7k0O2Z3,1,1,0,1,1,,,,,,3,5,2,3,1,4,3,,0,7,5,5,2,5,1,47,3,2,,5,1,2,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
282,2022-06-29 09:42:58,R_274rDli05mIOvZA,1,1,0,1,0,,,,,,2,3,5,1,2,4,7,,3,7,4,4,2,5,1,22,1,1,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
193,2022-06-29 09:48:32,R_1PdXEipV3crxbol,,,,,,1,1,0,0,0,2,4,1,2,5,3,"3,6",Kosher,0,7,5,5,1,5,1,7,2,2,,2,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
192,2022-06-29 09:56:30,R_3kih8sfcmj6v1vg,,,,,,0,0,1,0,0,4,4,5,1,2,3,7,,5,4,5,1,2,4,1,22,2,2,,5,2,1,1,"I also try to pick things I don't already make for myself, or lack the skill to do.",62bb1ba7f2c710e36fd2c1bf,labeled
102,2022-06-29 10:14:17,R_1C8u3TCL6AQEGC5,0,0,0,0,0,,,,,,2,3,5,1,4,2,7,,7,7,3,2,2,4,2,7,2,1,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
314,2022-06-29 10:18:01,R_11jyaZABTOJ5ghF,0,0,1,1,0,,,,,,4,3,4,1,5,2,7,,7,7,5,5,2,5,2,47,3,1,,6,1,5,1,I’m really hungry after doing this. ,62bb1ba7f2c710e36fd2c1be,unlabeled
131,2022-06-29 10:34:35,R_1lmmJXWNHePry34,,,,,,1,1,1,1,1,3,1,4,2,5,3,"4,5",,0,0,5,5,1,5,1,47,3,2,,5,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
272,2022-06-29 11:00:40,R_W6XYMFxvE0uYPpD,1,1,0,1,1,,,,,,4,1,5,2,4,3,5,,0,0,5,5,1,5,2,22,2,2,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
172,2022-06-29 11:03:12,R_3OfFcYbAc93uvQ3,,,,,,0,0,0,0,0,3,5,2,1,3,4,7,,5,7,4,4,2,4,1,41,2,2,,2,2,6,4,,62bb1ba7f2c710e36fd2c1bf,labeled
257,2022-06-29 11:22:42,R_DV6Weolq3DMx1nj,1,1,0,1,1,,,,,,3,4,2,1,3,5,7,,4,6,3,2,3,4,4,22,2,1,,5,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
164,2022-06-29 11:24:19,R_YWSthox0xkC4GEF,,,,,,0,0,0,0,1,3,3,1,2,4,5,7,,3,6,4,4,2,5,1,22,2,1,,2,3,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
327,2022-06-29 11:44:52,R_Oydj63YBqAEhY8F,1,0,1,0,0,,,,,,1,3,4,2,5,1,7,,5,7,4,3,1,5,1,20,2,2,,5,2,1,1,Environmental sustainability IS important to me and I would prefer to be vegan/vegeterian but I am still struggling with a lot of food/taste pickiness and haven't been able to make permanent changes yet,62bb1ba7f2c710e36fd2c1bf,unlabeled
